"","Name","Platform","Year_of_Release","Genre","Publisher","NA_players","EU_players","JP_players","Other_players","Global_players","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"1360","Resident Evil (Remake)","GC","2002","Action","Capcom",0.63,0.38,0.35,0.05,1.42,NA,NA,"",NA,"",""
"1361","Rayman Raving Rabbids","Wii","2006","Misc","Ubisoft",1.22,0.06,0.02,0.11,1.42,76,54,"7.9",116,"Ubisoft Montpellier","E"
"1362","Dragon Quest Monsters: Joker 2","DS","2010","Role-Playing","Square Enix",0.09,0.07,1.24,0.02,1.41,77,33,"7.3",15,"TOSE","E"
"1363","UFC Undisputed 2010","PS3","2010","Fighting","THQ",0.8,0.4,0.02,0.18,1.41,85,54,"7.2",48,"Yuke's","T"
"1364","LEGO Star Wars: The Video Game","GC","2005","Action","Eidos Interactive",1.09,0.28,0,0.04,1.41,NA,NA,"",NA,"",""
"1365","Medal of Honor: Warfighter","PS3","2012","Action","Electronic Arts",0.48,0.62,0.06,0.26,1.41,55,22,"6",250,"Danger Close","M"
"1366","Disney's The Lion King","GEN","1994","Platform","Virgin Interactive",0.97,0.37,0.03,0.05,1.41,NA,NA,"",NA,"",""
"1367","Sonic's Ultimate Genesis Collection","X360","2009","Misc","Sega",0.85,0.43,0,0.13,1.41,79,45,"8.5",40,"Backbone Entertainment","E10+"
"1368","Hello Kitty Party","DS","2007","Misc","Rising Star Games",0.78,0.51,0,0.12,1.41,NA,NA,"tbd",NA,"Barnstorm Games","E"
"1369","The Sims 3","Wii","2010","Simulation","Electronic Arts",0.57,0.69,0,0.14,1.41,NA,NA,"2.5",31,"The Sims Studio","T"
"1370","Knockout Kings 2000","PS","1999","Fighting","Electronic Arts",1.02,0.34,0,0.05,1.41,NA,NA,"",NA,"",""
"1371","Gran Turismo 4 Prologue","PS2","2003","Racing","Sony Computer Entertainment",0,0.47,0.77,0.17,1.41,NA,NA,"",NA,"",""
"1372","Diablo III","X360","2013","Role-Playing","Activision",0.9,0.39,0,0.12,1.41,87,42,"6.6",384,"Blizzard Entertainment","M"
"1373","Twisted Metal: Black","PS2","2001","Racing","Sony Computer Entertainment",1.19,0.17,0,0.05,1.41,91,15,"8.4",98,"Incognito Inc.","M"
"1374","NASCAR 2005: Chase for the Cup","PS2","2004","Racing","Electronic Arts",0.69,0.54,0,0.18,1.41,87,19,"8.4",15,"EA Tiburon","E"
"1375","Fight Night Round 4","X360","2009","Fighting","Electronic Arts",0.95,0.33,0,0.13,1.4,87,76,"8.1",86,"EA Canada","T"
"1376","Spider-Man: The Movie","XB","2002","Action","Activision",1.07,0.28,0,0.05,1.4,79,29,"7.5",11,"Treyarch","E"
"1377","LEGO Star Wars II: The Original Trilogy","PSP","2006","Action","LucasArts",0.58,0.5,0,0.32,1.4,83,11,"8.6",26,"Traveller's Tales","E10+"
"1378","Dead Space","X360","2008","Action","Electronic Arts",0.89,0.39,0,0.13,1.4,89,79,"8.7",768,"EA Redwood Shores","M"
"1379","Need For Speed: Undercover","PS2","2008","Racing","Electronic Arts",0.38,0.08,0.03,0.93,1.4,NA,NA,"6.5",38,"Exient Entertainment","T"
"1380","2Xtreme","PS","1996","Sports","Sony Computer Entertainment",1.15,0.2,0,0.05,1.4,NA,NA,"",NA,"",""
"1381","LEGO Indiana Jones 2: The Adventure Continues","Wii","2009","Action","Activision",0.9,0.38,0,0.12,1.4,72,13,"6.1",14,"Traveller's Tales","E10+"
"1382","Ridge Racer","PSP","2004","Racing","Sony Computer Entertainment",0.36,0.44,0.32,0.27,1.4,88,58,"8.2",65,"Namco","E"
"1383","Sonic Advance 3","GBA","2004","Platform","THQ",0.74,0.52,0.08,0.06,1.4,79,30,"8.4",34,"Dimps Corporation","E"
"1384","Final Fantasy III","NES","1990","Role-Playing","SquareSoft",0,0,1.39,0.01,1.4,NA,NA,"",NA,"",""
"1385","Tomb Raider (2013)","PS4","2014","Action","Square Enix",0.47,0.65,0.06,0.22,1.4,NA,NA,"",NA,"",""
"1386","Colin McRae Rally 3","PS2","2002","Racing","Codemasters",0.03,1.05,0.02,0.3,1.4,86,25,"7.7",24,"Codemasters","E"
"1387","Forza Horizon 2","XOne","2014","Racing","Microsoft Game Studios",0.5,0.78,0.01,0.11,1.4,86,85,"8.2",977,"Playground Games","E10+"
"1388","Madden NFL 2002","PS","2001","Sports","Electronic Arts",0.78,0.53,0,0.09,1.39,88,9,"8",7,"EA Sports","E"
"1389","Inazuma Eleven 2","DS","2009","Role-Playing","Nintendo",0,0.19,1.18,0.03,1.39,NA,NA,"",NA,"",""
"1390","NBA Jam","SNES","1994","Sports","Acclaim Entertainment",1.19,0.16,0,0.03,1.39,NA,NA,"",NA,"",""
"1391","Teenage Mutant Ninja Turtles III: The Manhattan Project","NES","1991","Action","Konami Digital Entertainment",1.05,0.17,0.15,0.02,1.39,NA,NA,"",NA,"",""
"1392","Dynasty Warriors 5","PS2","2005","Action","Tecmo Koei",0.24,0.18,0.91,0.06,1.39,69,29,"8.8",68,"Omega Force","T"
"1393","Hannah Montana: Spotlight World Tour","Wii","2007","Action","Disney Interactive Studios",0.87,0.38,0,0.13,1.39,NA,NA,"",NA,"",""
"1394","Injustice: Gods Among Us","X360","2013","Fighting","Warner Bros. Interactive Entertainment",0.97,0.3,0,0.11,1.38,81,63,"7.9",362,"NetherRealm Studios","T"
"1395","Far Cry 2","PS3","2008","Action","Ubisoft",0.43,0.69,0.01,0.26,1.38,85,49,"6.4",241,"Ubisoft Montreal","M"
"1396","Yoshi's New Island","3DS","2014","Platform","Nintendo",0.48,0.53,0.28,0.09,1.38,64,71,"6.1",155,"Arzest","E"
"1397","LEGO Batman 2: DC Super Heroes","Wii","2012","Action","Warner Bros. Interactive Entertainment",0.9,0.37,0,0.11,1.38,NA,NA,"7.1",12,"TT Games","E10+"
"1398","True Crime: Streets of LA","XB","2003","Action","Activision",0.96,0.37,0,0.05,1.38,77,39,"7.8",28,"Luxoflux, Inc.","M"
"1399","Toy Story 3: The Video Game","Wii","2010","Action","Disney Interactive Studios",0.63,0.62,0,0.14,1.38,NA,NA,"",NA,"",""
"1400","Bravely Default: Flying Fairy","3DS","2012","Role-Playing","Nintendo",0.5,0.32,0.49,0.08,1.38,NA,NA,"",NA,"",""
"1401","Ryse: Son of Rome","XOne","2013","Action","Microsoft Game Studios",0.83,0.43,0,0.13,1.38,60,77,"6.1",1409,"Crytek","M"
"1402","Mortal Kombat X","XOne","2015","Fighting","Warner Bros. Interactive Entertainment",1.03,0.21,0,0.14,1.38,86,21,"7.3",279,"Warner Bros. Interactive Entertainment, NetherRealm Studios","M"
"1403","Paper Mario","N64","2000","Role-Playing","Nintendo",0.58,0.18,0.59,0.02,1.38,NA,NA,"",NA,"",""
"1404","Rise of the Tomb Raider","XOne","2015","Adventure","Square Enix",0.55,0.7,0.02,0.11,1.38,86,102,"8",1288,"Crystal Dynamics","M"
"1405","Duke Nukem: Time to Kill","PS","1998","Shooter","Take-Two Interactive",0.77,0.54,0,0.07,1.38,NA,NA,"",NA,"",""
"1406","Sonic Generations","X360","2011","Platform","Sega",0.71,0.53,0,0.13,1.38,77,49,"8.3",340,"Sega, Sonic Team","E"
"1407","Dave Mirra Freestyle BMX 2","PS2","2001","Sports","Acclaim Entertainment",0.67,0.53,0,0.18,1.38,81,21,"8.1",18,"Z-Axis, Ltd.","T"
"1408","Bakugan: Battle Brawlers","DS","2009","Action","Activision",1.26,0.02,0,0.1,1.38,60,6,"6.7",7,"Now Production","E"
"1409","LEGO Indiana Jones: The Original Adventures","PS2","2008","Action","LucasArts",0.6,0.01,0,0.76,1.37,77,12,"8.4",16,"Traveller's Tales","E10+"
"1410","Deus Ex: Human Revolution","X360","2011","Shooter","Square Enix",0.76,0.47,0.02,0.12,1.37,89,70,"8.3",684,"Eidos Montreal","M"
"1411","A Collection of Activision Classic Games for the Atari 2600","PS","1998","Misc","Activision",0.76,0.52,0,0.09,1.37,NA,NA,"",NA,"",""
"1412","Final Fantasy XII: Revenant Wings","DS","2007","Role-Playing","Square Enix",0.33,0.41,0.54,0.1,1.37,81,44,"6.1",60,"Square Enix, Think and Feel","E10+"
"1413","Call of Duty: Black Ops","Wii","2010","Shooter","Activision",0.8,0.45,0,0.12,1.37,80,25,"5.8",87,"Treyarch","M"
"1414","Deus Ex: Human Revolution","PS3","2011","Shooter","Square Enix",0.5,0.59,0.07,0.22,1.37,89,50,"8.2",682,"Eidos Montreal","M"
"1415","Star Wars Knights of the Old Republic II: The Sith Lords","XB","2004","Role-Playing","Activision",0.99,0.33,0,0.05,1.37,86,67,"8.6",140,"Obsidian Entertainment","T"
"1416","Pocket Monsters Stadium","N64","1998","Strategy","Nintendo",0,0,1.37,0,1.37,NA,NA,"",NA,"",""
"1417","The Sims 2","PSP","2005","Simulation","Electronic Arts",0.49,0.55,0,0.33,1.37,65,17,"6.9",32,"Maxis","T"
"1418","Dead Rising 2","PS3","2010","Action","Capcom",0.43,0.56,0.15,0.21,1.36,80,54,"6.7",178,"Blue Castle Games","M"
"1419","Ridge Racer 7","PS3","2006","Racing","Namco Bandai Games",0.24,0.7,0.16,0.26,1.36,78,45,"7.1",52,"Namco Bandai Games","E"
"1420","Tom Clancy's Ghost Recon 2","XB","2004","Shooter","Ubisoft",0.86,0.45,0,0.06,1.36,80,53,"8.9",58,"Red Storm Entertainment","T"
"1421","Need for Speed: The Run","X360","2011","Action","Electronic Arts",0.63,0.57,0,0.15,1.36,68,65,"6",160,"Black Box","T"
"1422","Crash Bandicoot 2: N-Tranced","GBA","2003","Platform","Vivendi Games",0.63,0.66,0,0.07,1.36,75,21,"7.8",30,"Vicarious Visions","E"
"1423","Titanfall","X360","2014","Shooter","Electronic Arts",0.87,0.34,0.02,0.13,1.36,83,21,"5.9",371,"Bluepoint Games","M"
"1424","SingStar Abba","PS2","2008","Misc","Sony Computer Entertainment",0.23,0.04,0,1.09,1.36,64,11,"tbd",NA,"SCEE London Studio","T"
"1425","Gradius","NES","1986","Shooter","Konami Digital Entertainment",0.27,0.08,1,0.01,1.36,NA,NA,"",NA,"",""
"1426","Dragon Quest III: Soshite Densetsu e...","SNES","1996","Role-Playing","Enix Corporation",0,0,1.36,0,1.36,NA,NA,"",NA,"",""
"1427","Centipede","2600","1981","Shooter","Atari",1.26,0.08,0,0.01,1.36,NA,NA,"",NA,"",""
"1428","Dead to Rights","PS2","2002","Shooter","Electronic Arts",0.67,0.52,0,0.17,1.36,73,20,"8.9",36,"Namco","M"
"1429","WWE '13","PS3","2012","Action","THQ",0.51,0.6,0,0.25,1.35,76,24,"8.1",99,"THQ","T"
"1430","Dance Dance Revolution (Japan)","PS","1999","Simulation","Konami Digital Entertainment",0,0,1.26,0.09,1.35,NA,NA,"",NA,"",""
"1431","Hasbro Family Game Night 2","Wii","2009","Misc","Electronic Arts",0.7,0.52,0,0.13,1.35,63,16,"6.3",6,"Electronic Arts","E"
"1432","Madden NFL 98","PS","1997","Sports","Electronic Arts",1.29,0.03,0,0.03,1.35,NA,NA,"",NA,"",""
"1433","Gardening Mama","DS","2009","Puzzle","505 Games",0.79,0.42,0.01,0.13,1.35,60,17,"9.3",4,"Taito Corporation","E"
"1434","Burnout Paradise","X360","2008","Racing","Electronic Arts",0.63,0.57,0.01,0.14,1.35,88,68,"6.9",279,"Criterion Games","E10+"
"1435","Middle-Earth: Shadow of Mordor","XOne","2014","Action","Warner Bros. Interactive Entertainment",0.73,0.5,0.01,0.12,1.35,87,12,"8",585,"Monolith Productions","M"
"1436","MotorStorm: Pacific Rift","PS3","2008","Racing","Sony Computer Entertainment",0.43,0.65,0.02,0.25,1.35,82,63,"8",318,"Evolution Studios","T"
"1437","Samurai Warriors","PS2","2004","Action","Electronic Arts",0.22,0.05,1.06,0.02,1.35,73,37,"8.7",23,"Omega Force","T"
"1438","Battlefield 4","PC","2013","Shooter","Electronic Arts",0.39,0.87,0,0.1,1.35,81,52,"6",3517,"EA DICE","M"
"1439","The Simpsons: Hit & Run","XB","2003","Racing","Vivendi Games",0.7,0.58,0,0.07,1.35,NA,NA,"",NA,"",""
"1440","Gears of War 4","XOne","2016","Shooter","Microsoft Game Studios",0.78,0.44,0,0.12,1.35,84,96,"6.2",815,"The Coalition","M"
"1441","SaGa Frontier","PS","1997","Role-Playing","SquareSoft",0.15,0.04,1.07,0.09,1.35,NA,NA,"",NA,"",""
"1442","SingStar Party","PS2","2004","Misc","Sony Computer Entertainment",0,1.04,0,0.31,1.35,NA,NA,"",NA,"",""
"1443","FIFA Soccer 08","PSP","2007","Sports","Electronic Arts",0.2,0.76,0,0.39,1.35,79,7,"7.4",15,"EA Canada","E"
"1444","FIFA Soccer 09","PSP","2008","Sports","Electronic Arts",0.23,0.73,0.02,0.37,1.35,84,8,"8.9",21,"EA Canada","E"
"1445","Disney Princess: Enchanted Journey","Wii","2007","Adventure","Disney Interactive Studios",1.22,0.03,0,0.09,1.35,NA,NA,"4.3",4,"Papaya Studios","E"
"1446","FIFA Soccer 08","X360","2007","Sports","Electronic Arts",0.31,0.89,0.01,0.14,1.35,82,43,"7.9",57,"EA Canada","E"
"1447","Test Drive","PS2","2002","Racing","Atari",0.95,0.21,0.01,0.18,1.34,73,19,"7.4",23,"Pitbull Syndicate","T"
"1448","Devil May Cry 4","X360","2008","Action","Capcom",0.79,0.34,0.08,0.13,1.34,84,61,"8",248,"Capcom","M"
"1449","Tom Clancy's Rainbow Six: Vegas 2","PS3","2008","Shooter","Ubisoft",0.66,0.44,0.04,0.21,1.34,81,32,"7.9",93,"Ubisoft Montreal","M"
"1450","Metroid: Other M","Wii","2010","Action","Nintendo",0.85,0.27,0.13,0.1,1.34,79,71,"6.5",482,"Team Ninja","T"
"1451","Crysis 2","X360","2011","Action","Electronic Arts",0.71,0.49,0.02,0.12,1.34,84,72,"7.5",533,"Crytek","M"
"1452","Chrono Trigger","DS","2008","Role-Playing","Square Enix",0.61,0.16,0.49,0.08,1.34,92,57,"8.9",440,"TOSE","E10+"
"1453","Marvel vs. Capcom 3: Fate of Two Worlds","PS3","2011","Fighting","Capcom",0.81,0.28,0.11,0.14,1.34,84,56,"7.3",147,"Capcom","T"
"1454","Mortal Kombat 3","GEN","1994","Fighting","Acclaim Entertainment",1.03,0.27,0,0.04,1.34,NA,NA,"",NA,"",""
"1455","Doom 3","XB","2005","Shooter","Activision",0.85,0.43,0,0.06,1.34,88,71,"7.4",116,"Vicarious Visions","M"
"1456","Tom Clancy's Rainbow Six: Siege","XOne","2015","Shooter","Ubisoft",0.77,0.45,0,0.12,1.34,74,24,"6.9",252,"Ubisoft Montreal","M"
"1457","F1 2010","PS3","2010","Racing","Codemasters",0.25,0.75,0.08,0.26,1.34,84,46,"7.8",83,"Codemasters Birmingham","E"
"1458","Monster Hunter Freedom","PSP","2005","Role-Playing","Capcom",0.24,0.03,1.03,0.04,1.34,71,34,"8.6",78,"Capcom","T"
"1459","Donkey Kong Jungle Beat","GC","2004","Platform","Nintendo",0.84,0.22,0.24,0.04,1.34,80,49,"8.3",30,"Nintendo","E10+"
"1460","Need for Speed Carbon","PS2","2006","Racing","Electronic Arts",1.22,0.05,0.05,0.01,1.34,74,26,"8.4",60,"EA Canada","E10+"
"1461","Lost Planet: Extreme Condition","X360","2006","Shooter","Capcom",1.09,0.04,0.1,0.1,1.34,79,76,"7.1",187,"Capcom","T"
"1462","Command & Conquer: Red Alert 2","PC","2000","Strategy","Electronic Arts",1.32,0.02,0,0,1.34,NA,NA,"",NA,"",""
"1463","NBA 2K15","PS3","2014","Sports","Take-Two Interactive",0.87,0.21,0.02,0.24,1.34,NA,NA,"3.5",22,"Visual Concepts","E"
"1464","Max Payne 2: The Fall of Max Payne","PS2","2003","Shooter","Take-Two Interactive",0.65,0.51,0,0.17,1.34,73,27,"8.2",63,"Rockstar Vienna","M"
"1465","Battlefield: Bad Company","PS3","2008","Shooter","Electronic Arts",0.76,0.35,0.05,0.18,1.34,84,50,"8.1",203,"EA DICE","T"
"1466","MVP Baseball 2004","PS2","2004","Sports","Electronic Arts",1.1,0.06,0,0.18,1.34,90,28,"8.6",51,"EA Sports","E"
"1467","Yokai Watch 3","3DS","2016","Action","Level 5",0,0,1.33,0,1.33,NA,NA,"",NA,"",""
"1468","Ratchet & Clank: Up Your Arsenal (Weekly american sales)","PS2","2004","Platform","Sony Computer Entertainment",1.27,0.05,0,0.02,1.33,NA,NA,"",NA,"",""
"1469","Alan Wake","X360","2010","Action","Microsoft Game Studios",0.66,0.5,0.05,0.13,1.33,83,100,"8.1",1156,"Remedy Entertainment","T"
"1470","Spider-Man: The Movie","GBA","2002","Action","Activision",0.92,0.35,0.01,0.05,1.33,NA,NA,"",NA,"",""
"1471","WWF War Zone","N64","1998","Fighting","Acclaim Entertainment",1.08,0.24,0,0.02,1.33,NA,NA,"",NA,"",""
"1472","Tony Hawk's Pro Skater","GB","2000","Sports","Activision",0.9,0.38,0.01,0.05,1.33,NA,NA,"",NA,"",""
"1473","The Sims: Bustin' Out","GBA","2003","Simulation","Electronic Arts",0.93,0.35,0,0.06,1.33,NA,NA,"",NA,"",""
"1474","Triple Play 2001","PS","2000","Sports","Electronic Arts",0.74,0.5,0,0.09,1.33,NA,NA,"",NA,"",""
"1475","Metroid Prime 2: Echoes","GC","2004","Shooter","Nintendo",0.87,0.35,0.07,0.04,1.33,92,60,"8.8",279,"Retro Studios","T"
"1476","The Elder Scrolls V: Skyrim","PS4","2016","Role-Playing","Bethesda Softworks",0.48,0.59,0.04,0.21,1.33,NA,NA,"",NA,"",""
"1477","Corvette","PS2","2004","Racing","TDK Mediactive",0.65,0.51,0,0.17,1.33,57,15,"6.5",21,"Steel Monkeys","E"
"1478","WWE SmackDown vs Raw 2008","PS3","2007","Fighting","THQ",0.62,0.49,0.01,0.2,1.33,74,27,"7.3",41,"Yuke's","T"
"1479","Skylanders SWAP Force","X360","2013","Platform","Activision",0.86,0.34,0,0.12,1.32,83,37,"5.7",45,"Vicarious Visions","E10+"
"1480","Grand Theft Auto: Chinatown Wars","DS","2009","Action","Take-Two Interactive",0.58,0.56,0.05,0.14,1.32,93,85,"8.3",280,"Rockstar Leeds","M"
"1481","UFC Undisputed 2010","X360","2010","Fighting","THQ",0.9,0.31,0,0.11,1.32,84,70,"6.7",80,"Yuke's","T"
"1482","World of Warcraft: Wrath of the Lich King","PC","2008","Role-Playing","Activision",0.01,0.13,0,1.18,1.32,91,47,"7.5",930,"Blizzard Entertainment","T"
"1483","Gyromite","NES","1985","Puzzle","Nintendo",0.73,0.16,0.4,0.03,1.32,NA,NA,"",NA,"",""
"1484","TOCA 2: Touring Cars","PS","1998","Racing","Codemasters",0.03,1.16,0.02,0.11,1.32,NA,NA,"",NA,"",""
"1485","NFL 2K3","PS2","2002","Sports","Atari",1.06,0.08,0,0.18,1.32,93,20,"7.4",25,"Visual Concepts","E"
"1486","Assassin's Creed III: Liberation","PSV","2012","Action","Ubisoft",0.53,0.48,0.06,0.24,1.32,70,71,"7.2",318,"Ubisoft","M"
"1487","Fighting Force","PS","1997","Fighting","Eidos Interactive",0.73,0.5,0,0.09,1.32,NA,NA,"",NA,"",""
"1488","Petz Wild Animals: Dolphinz","DS","2007","Simulation","Ubisoft",0.71,0.48,0,0.13,1.32,NA,NA,"tbd",NA,"Magic Pockets","E"
"1489","Mega Man Battle Network 4: Red Sun / Blue Moon","GBA","2003","Role-Playing","Capcom",0.31,0.04,0.96,0.01,1.32,NA,NA,"",NA,"",""
"1490","Your Shape: Fitness Evolved","X360","2010","Sports","Ubisoft",0.79,0.41,0,0.11,1.32,73,32,"7.5",25,"Ubisoft Montreal","E"
"1491","Need for Speed Underground Rivals","PSP","2005","Racing","Electronic Arts",0.69,0.37,0.02,0.24,1.32,74,36,"8.5",38,"Team Fusion","E"
"1492","Madden NFL 97","PS","1996","Sports","Electronic Arts",0.73,0.5,0,0.09,1.32,NA,NA,"",NA,"",""
"1493","The ICO & Shadow of the Colossus Collection","PS3","2011","Adventure","Sony Computer Entertainment",0.67,0.34,0.13,0.17,1.31,NA,NA,"",NA,"",""
"1494","TNN Motor Sports Hardcore 4x4","PS","1996","Racing","ASC Games",0.73,0.5,0,0.09,1.31,NA,NA,"",NA,"",""
"1495","MAG: Massive Action Game","PS3","2010","Shooter","Sony Computer Entertainment",0.77,0.29,0.09,0.16,1.31,NA,NA,"",NA,"",""
"1496","IHRA Drag Racing 2","PS2","2002","Racing","Bethesda Softworks",0.64,0.5,0,0.17,1.31,NA,NA,"7.4",63,"Bethesda Softworks","E"
"1497","Rage","PS3","2011","Shooter","Bethesda Softworks",0.47,0.58,0.06,0.2,1.31,81,37,"6.2",353,"id Software","M"
"1498","LEGO Harry Potter: Years 1-4","PS3","2010","Action","Warner Bros. Interactive Entertainment",0.55,0.55,0,0.21,1.31,79,42,"8",52,"Traveller's Tales","E10+"
"1499","Madagascar","PS2","2005","Platform","Activision",0.78,0.45,0,0.07,1.31,69,25,"7.4",25,"Toys for Bob","E10+"
"1500","The Witcher 3: Wild Hunt","XOne","2015","Role-Playing","Namco Bandai Games",0.69,0.5,0,0.11,1.31,91,13,"9.2",3963,"CD Projekt Red Studio","M"
"1501","Rugrats Studio Tour","PS","1999","Adventure","THQ",0.57,0.67,0,0.07,1.31,NA,NA,"",NA,"",""
"1502","Pitfall II: Lost Caverns","2600","1983","Platform","Activision",1.22,0.07,0,0.02,1.31,NA,NA,"",NA,"",""
"1503","Turok: Evolution","PS2","2002","Shooter","Acclaim Entertainment",0.64,0.5,0,0.17,1.31,61,20,"7.3",27,"Acclaim","M"
"1504","[Prototype]","X360","2009","Action","Activision",0.84,0.35,0,0.12,1.31,78,83,"7.8",356,"Radical Entertainment","M"
"1505","Burnout 3: Takedown","XB","2004","Racing","Electronic Arts",0.84,0.43,0,0.04,1.31,94,76,"7.2",139,"Criterion Games","T"
"1506","The Beatles: Rock Band","X360","2009","Misc","MTV Games",0.97,0.23,0,0.11,1.3,89,76,"8.6",127,"Harmonix Music Systems","T"
"1507","Adventure","2600","N/A","Adventure","Atari",1.21,0.08,0,0.01,1.3,NA,NA,"",NA,"",""
"1508","Yu-Gi-Oh! The Sacred Cards","GBA","2002","Role-Playing","Konami Digital Entertainment",0.94,0.35,0,0.02,1.3,NA,NA,"",NA,"",""
"1509","NBA Live 07","PS2","2006","Sports","Electronic Arts",1.07,0.04,0.02,0.17,1.3,63,12,"6",39,"EA Sports","E"
"1510","Yoshi's Woolly World","WiiU","2015","Platform","Nintendo",0.62,0.47,0.11,0.1,1.3,78,83,"8.5",376,"Good-Feel","E"
"1511","Skylanders Giants","X360","2012","Action","Activision",0.75,0.44,0,0.11,1.3,80,35,"6.6",38,"Toys for Bob","E10+"
"1512","SingStar '80s","PS2","2005","Misc","Sony Computer Entertainment",0.27,0.02,0,1.02,1.3,78,22,"8.3",6,"SCEA","T"
"1513","Romancing SaGa 3","SNES","1995","Role-Playing","SquareSoft",0,0,1.29,0.01,1.3,NA,NA,"",NA,"",""
"1514","Test Drive 5","PS","1997","Racing","Accolade",1.05,0.2,0,0.05,1.3,NA,NA,"",NA,"",""
"1515","Tekken 6","X360","2009","Fighting","Namco Bandai Games",0.71,0.41,0.05,0.12,1.3,80,59,"7",132,"Namco Bandai Games America, Namco Bandai Games","T"
"1516","Assassin's Creed Syndicate","XOne","2015","Action","Ubisoft",0.62,0.56,0,0.11,1.3,78,22,"6.1",402,"Ubisoft Quebec","M"
"1517","Digimon World","PS","1999","Role-Playing","Namco Bandai Games",0.56,0.38,0.28,0.08,1.3,NA,NA,"",NA,"",""
"1518","Far Cry 4","PS3","2014","Shooter","Ubisoft",0.34,0.68,0.08,0.19,1.29,NA,NA,"7.3",113,"Ubisoft Montreal","M"
"1519","Pokemon Ranger: Guardian Signs","DS","2010","Role-Playing","Nintendo",0.5,0.16,0.58,0.05,1.29,68,25,"8.2",25,"Creatures Inc.","E"
"1520","LEGO Batman: The Videogame","PS3","2008","Action","Warner Bros. Interactive Entertainment",0.72,0.39,0,0.19,1.29,75,24,"7.7",33,"Traveller's Tales","E10+"
"1521","Mega Man Battle Network 3 Blue / White Version","GBA","2002","Role-Playing","Capcom",0.39,0.02,0.85,0.03,1.29,NA,NA,"",NA,"",""
"1522","Resident Evil Zero","GC","2002","Action","Capcom",0.54,0.27,0.45,0.04,1.29,NA,NA,"",NA,"",""
"1523","High School Musical 3: Senior Year DANCE!","Wii","2008","Misc","Disney Interactive Studios",0.67,0.49,0,0.13,1.29,NA,NA,"",NA,"",""
"1524","Crysis 2","PS3","2011","Action","Electronic Arts",0.46,0.56,0.06,0.21,1.29,85,54,"7.2",406,"Crytek","M"
"1525","Pirates of the Caribbean: The Curse of the Black Pearl","GBA","2003","Platform","TDK Mediactive",0.93,0.34,0,0.02,1.29,49,10,"6.2",5,"Pocket Studios","E"
"1526","Mario & Luigi: Partners in Time","DS","2005","Role-Playing","Nintendo",0.74,0.05,0.43,0.07,1.29,NA,NA,"",NA,"",""
"1527","Namco Museum DS","DS","2007","Misc","Atari",1.13,0.01,0.06,0.09,1.29,67,19,"5.9",8,"M2","E"
"1528","Deal or No Deal","Wii","2009","Misc","Zoo Games",1.2,0,0,0.09,1.29,56,4,"5",5,"Artefacts Studio","E"
"1529","Transformers","PS2","2004","Shooter","Atari",0.63,0.49,0,0.16,1.29,75,51,"8.6",27,"Melbourne House","T"
"1530","Dying Light","XOne","2015","Action","Warner Bros. Interactive Entertainment",0.86,0.3,0.01,0.12,1.29,74,26,"7.8",387,"Techland","M"
"1531","Fallout 4","PC","2015","Role-Playing","Bethesda Softworks",0.51,0.67,0,0.1,1.29,84,38,"5.4",7512,"Bethesda Game Studios","M"
"1532","Sonic Colors","DS","2010","Platform","Sega",0.69,0.47,0.01,0.12,1.29,79,26,"7.9",66,"Dimps Corporation","E"
"1533","Assassin's Creed: Rogue","PS3","2014","Action","Ubisoft",0.46,0.56,0.06,0.2,1.29,72,53,"7.5",292,"Ubisoft Sofia","M"
